-e norm_key	source_class	source_detail	recipe_name
signingmanagerpkg	dynamic-scrape		SigningManager.pkg
silentknight	dynamic-scrape	eclecticlight.co	SilentKnight
silentknightdownload	dynamic-scrape	eclecticlight.co	SilentKnight.download
silentknightuserinstall	dynamic-scrape	eclecticlight.co	SilentKnight.userinstall
silentstart	sparkle/feed	www.tunabellysoftware.com	Silent Start
silentstartdownload	sparkle/feed	www.tunabellysoftware.com	SilentStart.download
silnite	dynamic-scrape	eclecticlight.co	silnite
silnitedownload	dynamic-scrape	eclecticlight.co	silnite.download
simmprogrammer	github	dougg3/mac-rom-simm-programmer.software	SIMMProgrammer
simmprogrammerdownload	github	dougg3/mac-rom-simm-programmer.software	SIMMProgrammer.download
simmprogrammerinstall	github	dougg3/mac-rom-simm-programmer.software	SIMMProgrammer.install
simmprogrammermunki	github	dougg3/mac-rom-simm-programmer.software	SIMMProgrammer.munki
simmprogrammerpkg	github	dougg3/mac-rom-simm-programmer.software	SIMMProgrammer.pkg
simpleapps	github	%GITHUB_REPO%	Simple Apps
simpleappsdownload	github	%GITHUB_REPO%	SimpleApps.download
simplenote	github	Automattic/simplenote-electron	Simplenote
simplenotedownload	github	Automattic/simplenote-electron	Simplenote.download
simplenoteinstall	github	Automattic/simplenote-electron	Simplenote.install
simplenotemunki	github	Automattic/simplenote-electron	Simplenote.munki
simplenotepkg	github	Automattic/simplenote-electron	Simplenote.pkg
sinter	github	trailofbits/sinter	Sinter
sinterdownload	github	trailofbits/sinter	Sinter.download
sip	sparkle/feed	sipapp.fra1.digitaloceanspaces.com	Sip
sipdownload	sparkle/feed	sipapp.fra1.digitaloceanspaces.com	Sip.download
sipmunki	sparkle/feed	sipapp.fra1.digitaloceanspaces.com	Sip.munki
sippkg	sparkle/feed	sipapp.fra1.digitaloceanspaces.com	Sip.pkg
sirimote	sparkle/feed	eternalstorms.at	SiriMote
sirimotedownload	sparkle/feed	eternalstorms.at	SiriMote.download
sirimotemunki	sparkle/feed	eternalstorms.at	SiriMote.munki
sitely	dynamic-scrape	sitely.app	Sitely
sitelydownload	dynamic-scrape	sitely.app	Sitely.download
sitesucker	dynamic-scrape		SiteSucker
sitesuckerdownload	dynamic-scrape		SiteSucker.download
sitesuckerinstall	dynamic-scrape		SiteSucker.install
sitesuckermunki	dynamic-scrape		SiteSucker.munki
skalacolor	dynamic-scrape	download.bjango.com	SkalaColor
skalacolordownload	dynamic-scrape	download.bjango.com	SkalaColor.download
skalacolorinstall	dynamic-scrape	download.bjango.com	SkalaColor.install
skalacolormunki	dynamic-scrape	download.bjango.com	SkalaColor.munki
skalacolorpkg	dynamic-scrape	download.bjango.com	SkalaColor.pkg
skalapreview	dynamic-scrape	download.bjango.com	Skala Preview
skalapreviewdownload	dynamic-scrape	download.bjango.com	SkalaPreview.download
skalapreviewinstall	dynamic-scrape	download.bjango.com	SkalaPreview.install
sketch	sparkle/feed		Sketch
sketchdownload	sparkle/feed		Sketch.download
sketchfilewave	sparkle/feed		Sketch.filewave
sketchinstall	sparkle/feed		Sketch.install
sketchjamf	sparkle/feed		Sketch.jamf
sketchmunki	sparkle/feed		Sketch.munki
sketchpad	dynamic-scrape		Sketchpad
sketchpadbetadownload	dynamic-scrape		Sketchpad-BETA.download
sketchpkg	sparkle/feed		Sketch.pkg
sketchtoolbox	dynamic-scrape		Sketch Toolbox
sketchtoolboxdownload	dynamic-scrape		SketchToolbox.download
sketchup2024	dynamic-scrape		SketchUp 2024
sketchup2024en	dynamic-scrape	help.sketchup.com	SketchUp2024-EN
sketchup2024endownload	dynamic-scrape	help.sketchup.com	SketchUp 2024 EN.download
sketchup2025en	dynamic-scrape	sketchup.trimble.com	SketchUp2025-EN
sketchup2025endownload	dynamic-scrape	sketchup.trimble.com	SketchUp 2025 EN.download
sketchup2026en	dynamic-scrape	sketchup.trimble.com	SketchUp2026-EN
sketchup2026endownload	dynamic-scrape	sketchup.trimble.com	SketchUp 2026 EN.download
sketchupmake2017en	dynamic-scrape	help.sketchup.com	SketchUpMake2017-EN
sketchupmake2017endownload	dynamic-scrape	help.sketchup.com	SketchUp Make 2017 EN.download
sketchuppro2017en	dynamic-scrape	help.sketchup.com	SketchUpPro2017-EN
sketchuppro2017endownload	dynamic-scrape	help.sketchup.com	SketchUp Pro 2017 EN.download
sketchuppro2017enmunki	dynamic-scrape	help.sketchup.com	SketchUp Pro 2017 EN.munki
sketchuppro2017enpkg	dynamic-scrape	help.sketchup.com	SketchUp Pro 2017 EN.pkg
sketchuppro2018en	dynamic-scrape	help.sketchup.com	SketchUpPro2018-EN
sketchuppro2018endownload	dynamic-scrape	help.sketchup.com	SketchUp Pro 2018 EN.download
sketchuppro2018enmunki	dynamic-scrape	help.sketchup.com	SketchUp Pro 2018 EN.munki
sketchuppro2019en	dynamic-scrape	www.sketchup.com	SketchUpPro2019-EN
sketchuppro2019endownload	dynamic-scrape	www.sketchup.com	SketchUp Pro 2019 EN.download
sketchuppro2020en	dynamic-scrape	www.sketchup.com	SketchUpPro2020-EN
sketchuppro2020endownload	dynamic-scrape	www.sketchup.com	SketchUp Pro 2020 EN.download
sketchuppro2021en	dynamic-scrape	help.sketchup.com	SketchUpPro2021-EN
sketchuppro2021endownload	dynamic-scrape	help.sketchup.com	SketchUp Pro 2021 EN.download
sketchuppro2021enmunki	dynamic-scrape	help.sketchup.com	SketchUp Pro 2021 EN.munki
sketchuppro2021enpkg	dynamic-scrape	help.sketchup.com	SketchUp Pro 2021 EN.pkg
sketchuppro2022en	dynamic-scrape	help.sketchup.com	SketchUpPro2022-EN
sketchuppro2022endownload	dynamic-scrape	help.sketchup.com	SketchUp Pro 2022 EN.download
sketchuppro2022enpkg	dynamic-scrape	help.sketchup.com	SketchUp Pro 2022 EN.pkg
sketchuppro2023download	dynamic-scrape	help.sketchup.com	SketchUpPro2023.download
sketchuppro2023en	dynamic-scrape	help.sketchup.com	SketchUpPro2023-EN
sketchuppro2023endownload	dynamic-scrape	help.sketchup.com	SketchUp Pro 2023 EN.download
sketchuppro2023enmunki	dynamic-scrape	help.sketchup.com	SketchUp Pro 2023 EN.munki
sketchuppro2023enpkg	dynamic-scrape	help.sketchup.com	SketchUp Pro 2023 EN.pkg
sketchuppro2023pkg	dynamic-scrape	help.sketchup.com	SketchUpPro2023.pkg
sketchuppro2024download	dynamic-scrape		SketchUpPro2024.download
sketchuppro2024pkg	dynamic-scrape		SketchUpPro2024.pkg
sketchupvieweren	dynamic-scrape	download.sketchup.com	SketchUpViewer-EN
sketchupviewerendownload	dynamic-scrape	download.sketchup.com	SketchUpViewer EN.download
sketchupviewerenmunki	dynamic-scrape	download.sketchup.com	SketchUpViewer EN.munki
skim	sparkle/feed	skim-app.sourceforge.io	Skim
skimdownload	sparkle/feed	skim-app.sourceforge.io	Skim.download
skiminstall	sparkle/feed	skim-app.sourceforge.io	Skim.install
skimmunki	sparkle/feed	skim-app.sourceforge.io	Skim.munki
skimpkg	sparkle/feed	skim-app.sourceforge.io	Skim.pkg
skype	dynamic-scrape		Skype
skypedownload	dynamic-scrape		Skype.download
skypefilewave	dynamic-scrape		Skype.filewave
skypeforbusiness	dynamic-scrape		Skype For Business
skypeinstall	dynamic-scrape		Skype.install
skysports	dynamic-scrape	staticresources.client.ott.sky.com	SkySports
skysportsdownload	dynamic-scrape	staticresources.client.ott.sky.com	Sky Sports.download
slack	dynamic-scrape	slack.com	Slack
slackapplesilicondownload	dynamic-scrape	slack.com	SlackAppleSilicon.download
slackapplesiliconpkg	dynamic-scrape	slack.com	SlackAppleSilicon.pkg
slackfilewave	dynamic-scrape	slack.com	Slack.filewave
slackinteldownload	dynamic-scrape	slack.com	SlackIntel.download
slackintelpkg	dynamic-scrape	slack.com	SlackIntel.pkg
slackjamf	dynamic-scrape	slack.com	Slack.jamf
slackpatchjamf	dynamic-scrape	slack.com	Slack-patch.jamf
slackuniversaldownload	dynamic-scrape	slack.com	SlackUniversal.download
slackuniversalpkg	dynamic-scrape	slack.com	SlackUniversal.pkg
slackwindownload	dynamic-scrape	slack.com	Slack-Win.download
slackwinfilewave	dynamic-scrape	slack.com	Slack-Win.filewave
sleepaid	dynamic-scrape	ohanaware.com	Sleep Aid
sleepaiddownload	dynamic-scrape	ohanaware.com	SleepAid.download
sleepaidinstall	dynamic-scrape	ohanaware.com	SleepAid.install
sleepaidmunki	dynamic-scrape	ohanaware.com	SleepAid.munki
sleepaidpkg	dynamic-scrape	ohanaware.com	SleepAid.pkg
slido	sparkle/feed	slido.com	Slido
slidodownload	sparkle/feed	slido.com	Slido.download
slidomunki	sparkle/feed	slido.com	Slido.munki
sloth	sparkle/feed		Sloth
slothdownload	sparkle/feed		Sloth.download
smarteducationsoftwareweb	dynamic-scrape	www.smarttech.com	SMART Education Software Web
smarteducationsoftwarewebdownload	dynamic-scrape	www.smarttech.com	SMART Education Software Web.download
smarteducationsoftwarewebmunki	dynamic-scrape	www.smarttech.com	SMART Education Software Web.munki
smartmontools	github	smartmontools/smartmontools	smartmontools
smartmontoolsdownload	github	smartmontools/smartmontools	smartmontools.download
smartmontoolsmunki	github	smartmontools/smartmontools	smartmontools.munki
smartproductdriversandink	dynamic-scrape	support.smarttech.com	SMARTProductDriversandInk
smartproductdriversandinkdownload	dynamic-scrape	support.smarttech.com	SMART Product Drivers and Ink.download
smartsheet	dynamic-scrape		Smartsheet
smartsheetpkg	dynamic-scrape		Smartsheet.pkg
smartswitch	dynamic-scrape	www.samsung.com	SmartSwitch
smartswitchdownload	dynamic-scrape	www.samsung.com	SmartSwitch.download
smartswitchmunki	dynamic-scrape	www.samsung.com	SmartSwitch.munki
smartutility	dynamic-scrape	www.volitans-software.com	SMARTUtility
smartutilitydownload	dynamic-scrape	www.volitans-software.com	SMARTUtility.download
smartutilitypkg	dynamic-scrape	www.volitans-software.com	SMARTUtility.pkg
smartvoice	dynamic-scrape	deviceconfig.cloudpbx.shawbusiness.ca	SmartVoice
smartvoicedownload	dynamic-scrape	deviceconfig.cloudpbx.shawbusiness.ca	SmartVoice.download
smcfancontrol	sparkle/feed		smcFanControl
smcfancontroldownload	sparkle/feed		smcFanControl.download
smcfancontrolmunki	sparkle/feed		smcFanControl.munki
smoothcsv	github	kohii/smoothcsv3	SmoothCSV
smoothcsvdownload	github	kohii/smoothcsv3	SmoothCSV.download
smoothcsvmunki	github	kohii/smoothcsv3	SmoothCSV.munki
smoothcsvpkg	github	kohii/smoothcsv3	SmoothCSV.pkg
smultron12	dynamic-scrape	www.peterborgapps.com	Smultron12
smultron12download	dynamic-scrape	www.peterborgapps.com	Smultron 12.download
smultron12munki	dynamic-scrape	www.peterborgapps.com	Smultron 12.munki
smultron13	dynamic-scrape	www.peterborgapps.com	Smultron13
smultron13download	dynamic-scrape	www.peterborgapps.com	Smultron 13.download
smultron13munki	dynamic-scrape	www.peterborgapps.com	Smultron 13.munki
smultron14	dynamic-scrape	www.peterborgapps.com	Smultron14
smultron14download	dynamic-scrape	www.peterborgapps.com	Smultron 14.download
smultron14munki	dynamic-scrape	www.peterborgapps.com	Smultron 14.munki
snagit	dynamic-scrape	download.techsmith.com	Snagit
snagit2024	dynamic-scrape	support.techsmith.com	Snagit2024
snagit2024download	dynamic-scrape	support.techsmith.com	Snagit 2024.download
snagitdownload	dynamic-scrape	download.techsmith.com	Snagit.download
snagitmunki	dynamic-scrape	download.techsmith.com	Snagit.munki
snapgene	dynamic-scrape	www.snapgene.com	SnapGene
snapgenedownload	dynamic-scrape	www.snapgene.com	SnapGene.download
snapgenemunki	dynamic-scrape	www.snapgene.com	SnapGene.munki
snapgeneviewer	dynamic-scrape	www.snapgene.com	SnapGene Viewer
snapgeneviewerdownload	dynamic-scrape	www.snapgene.com	SnapGeneViewer.download
snapgeneviewerinstall	dynamic-scrape	www.snapgene.com	SnapGeneViewer.install
snapgeneviewermunki	dynamic-scrape	www.snapgene.com	SnapGeneViewer.munki
snaply	dynamic-scrape	snaply.ai	Snaply
snaplydownload	dynamic-scrape	snaply.ai	Snaply.download
snk	dynamic-scrape		Snk
snkdownload	dynamic-scrape		Snk.download
snkfilewave	dynamic-scrape		Snk.filewave
soapuidownload	dynamic-scrape	dl.eviware.com	SoapUI.download
soapuiinstaller	dynamic-scrape	dl.eviware.com	SoapUIInstaller
sofacontrol	sparkle/feed	www.caseapps.com	Sofa Control
sofacontroldownload	sparkle/feed	www.caseapps.com	SofaControl.download
sol	dynamic-scrape		SOL
soldownload	dynamic-scrape		SOL.download
solitaire	dynamic-scrape	growlybird.com	Solitaire
solitairedownload	dynamic-scrape	growlybird.com	Solitaire.download
solitairemunki	dynamic-scrape	growlybird.com	Solitaire.munki
solitairepkg	dynamic-scrape	growlybird.com	Solitaire.pkg
solpkg	dynamic-scrape		SOL.pkg
solsticeclient	dynamic-scrape	www.mersive.com	Solstice Client
solsticeclientdownload	dynamic-scrape	www.mersive.com	SolsticeClient.download
sonicparticles20	dynamic-scrape	kasperskov.dk	sonicparticles2.0
sonicparticles20download	dynamic-scrape	kasperskov.dk	sonic particles 2.0.download
sonicparticles20munki	dynamic-scrape	kasperskov.dk	sonic particles 2.0.munki
sonobus	github	sonosaurus/sonobus	SonoBus
sonobusdownload	github	sonosaurus/sonobus	SonoBus.download
sonobusmunki	github	sonosaurus/sonobus	SonoBus.munki
sonos	dynamic-scrape	www.sonos.com	Sonos
sonosdownload	dynamic-scrape	www.sonos.com	Sonos.download
sonosmunki	dynamic-scrape	www.sonos.com	Sonos.munki
sonospkg	dynamic-scrape	www.sonos.com	Sonos.pkg
sonoss1controller	dynamic-scrape	www.sonos.com	SonosS1Controller
sonoss1controllerdownload	dynamic-scrape	www.sonos.com	Sonos S1 Controller.download
sonoss1controllermunki	dynamic-scrape	www.sonos.com	Sonos S1 Controller.munki
sonoss2	dynamic-scrape	www.sonos.com	Sonos S2
sonoss2download	dynamic-scrape	www.sonos.com	Sonos S2.download
sonoss2filewave	dynamic-scrape	www.sonos.com	SonosS2.filewave
sonoss2pkg	dynamic-scrape	www.sonos.com	SonosS2.pkg
sortio	github	canonicalmg/Sortio-Releases	Sortio
sortiodownload	github	canonicalmg/Sortio-Releases	Sortio.download
sortiomunki	github	canonicalmg/Sortio-Releases	Sortio.munki
sortiopkg	github	canonicalmg/Sortio-Releases	Sortio.pkg
soundfieldbyrde	dynamic-scrape	rode.com	SoundFieldByRØDE
soundfieldbyrdedownload	dynamic-scrape	rode.com	SoundField By RØDE.download
soundly	dynamic-scrape	storage.googleapis.com	Soundly
soundlydownload	dynamic-scrape	storage.googleapis.com	Soundly.download
soundparticles3	dynamic-scrape	www.soundparticles.com	SoundParticles3
soundparticles3download	dynamic-scrape	www.soundparticles.com	Sound Particles 3.download
soundparticles3munki	dynamic-scrape	www.soundparticles.com	Sound Particles 3.munki
soundparticlesdownload	dynamic-scrape	www.soundparticles.com	Sound Particles.download
soundparticlesr	dynamic-scrape	www.soundparticles.com	SoundParticlesr
soundq	dynamic-scrape	www.prosoundeffects.com	SoundQ
soundqdownload	dynamic-scrape	www.prosoundeffects.com	SoundQ.download
soundsiphon3	sparkle/feed	staticz.net	SoundSiphon3
soundsiphon3download	sparkle/feed	staticz.net	Sound Siphon 3.download
soundslidesplus	dynamic-scrape	final-soundslides-installers.s3.amazonaws.com	Soundslides Plus
soundslidesplusdownload	dynamic-scrape	final-soundslides-installers.s3.amazonaws.com	SoundslidesPlus.download
soundsource	dynamic-scrape		SoundSource
soundsourcedownload	dynamic-scrape		SoundSource.download
soundsourcemunki	dynamic-scrape		SoundSource.munki
soundvision	dynamic-scrape	www.l-acoustics.com	Soundvision
soundvisiondownload	dynamic-scrape	www.l-acoustics.com	Soundvision.download
soundvisionmunki	dynamic-scrape	www.l-acoustics.com	Soundvision.munki
sourcetree	sparkle/feed	product-downloads.atlassian.com	SourceTree
sourcetreedownload	sparkle/feed	product-downloads.atlassian.com	SourceTree.download
sourcetreefilewave	sparkle/feed	product-downloads.atlassian.com	SourceTree.filewave
sourcetreejamf	sparkle/feed	product-downloads.atlassian.com	SourceTree.jamf
sourcetreepatchjamf	sparkle/feed	product-downloads.atlassian.com	SourceTree-Patch.jamf
spacewalker	dynamic-scrape	viture.com	SpaceWalker
spacewalkerdownload	dynamic-scrape	viture.com	SpaceWalker.download
spamsieve	dynamic-scrape	c-command.com	SpamSieve
spamsievedownload	dynamic-scrape	c-command.com	SpamSieve.download
spamsieveinstall	dynamic-scrape	c-command.com	SpamSieve.install
spamsievemunki	dynamic-scrape	c-command.com	SpamSieve.munki
spamsievepkg	dynamic-scrape	c-command.com	SpamSieve.pkg
sparkdesktop	dynamic-scrape	sparkmailapp.com	Spark Desktop
sparkdesktopdownload	dynamic-scrape	sparkmailapp.com	SparkDesktop.download
sparkdesktopuserinstall	dynamic-scrape	sparkmailapp.com	SparkDesktop.userinstall
sparkle	dynamic-scrape	sparkleapp.com	Sparkle
sparkledownload	dynamic-scrape	sparkleapp.com	Sparkle.download
sparkleinstall	dynamic-scrape	sparkleapp.com	Sparkle.install
sparklemunki	dynamic-scrape	sparkleapp.com	Sparkle.munki
sparklepkg	dynamic-scrape	sparkleapp.com	Sparkle.pkg
spectacle	dynamic-scrape		Spectacle
spectacledownload	dynamic-scrape		Spectacle.download
spectra	github	kaochenlong/spectra-app	Spectra
spectradownload	github	kaochenlong/spectra-app	Spectra.download
spectrainstall	github	kaochenlong/spectra-app	Spectra.install
spectramunki	github	kaochenlong/spectra-app	Spectra.munki
spectrapkg	github	kaochenlong/spectra-app	Spectra.pkg
spectraviewii	dynamic-scrape	www.sharpnecdisplays.us	SpectraViewII
spectraviewiidownload	dynamic-scrape	www.sharpnecdisplays.us	SpectraViewII.download
spectrolite	dynamic-scrape	spectrolite.app	Spectrolite
spectrolitedownload	dynamic-scrape	spectrolite.app	Spectrolite.download
spectrolitemunki	dynamic-scrape	spectrolite.app	Spectrolite.munki
speechifyaiassistant	sparkle/feed	storage.googleapis.com	SpeechifyAIAssistant
speechifyaiassistantdownload	sparkle/feed	storage.googleapis.com	Speechify AI Assistant.download
speechifyvoiceai	sparkle/feed	storage.googleapis.com	SpeechifyVoiceAI
speechifyvoiceaiassistant	sparkle/feed	storage.googleapis.com	Speechify—VoiceAIAssistant
speechifyvoiceaiassistantdownload	sparkle/feed	storage.googleapis.com	Speechify — Voice AI Assistant.download
speechifyvoiceaiassistantmunki	sparkle/feed	storage.googleapis.com	Speechify — Voice AI Assistant.munki
speechifyvoiceaidownload	sparkle/feed	storage.googleapis.com	Speechify Voice AI.download
speechifyvoiceaimunki	sparkle/feed	storage.googleapis.com	Speechify Voice AI.munki
sphere2	dynamic-scrape	presentation.aver.com	Sphere2
sphere2download	dynamic-scrape	presentation.aver.com	Sphere2.download
spideroakone	dynamic-scrape	spideroak.com	SpiderOakONE
spideroakonedownload	dynamic-scrape	spideroak.com	SpiderOakONE.download
spideroakoneinstall	dynamic-scrape	spideroak.com	SpiderOakONE.install
spiteandmalicedownload	dynamic-scrape	growlybird.com	SpiteAndMalice.download
spiteandmalicemunki	dynamic-scrape	growlybird.com	SpiteAndMalice.munki
spitemalice	dynamic-scrape	growlybird.com	Spite & Malice
spitfireaudio	dynamic-scrape		SpitfireAudio
spitfireaudiodownload	dynamic-scrape		Spitfire Audio.download
splice	dynamic-scrape	api.splice.com	Splice
splicedownload	dynamic-scrape	api.splice.com	Splice.download
spliceinstrument	dynamic-scrape	splice.com	SpliceINSTRUMENT
spliceinstrumentdownload	dynamic-scrape	splice.com	Splice INSTRUMENT.download
spliceinstrumentmunki	dynamic-scrape	splice.com	Splice INSTRUMENT.munki
spokenly	sparkle/feed	spokenly.app	Spokenly
spokenlydownload	sparkle/feed	spokenly.app	Spokenly.download
spotify	dynamic-scrape	download.scdn.co	Spotify
spotifydownload	dynamic-scrape	download.scdn.co	Spotify.download
spotifyfilewave	dynamic-scrape	download.scdn.co	Spotify.filewave
spotifyinstall	dynamic-scrape	download.scdn.co	Spotify.install
spotifymunki	dynamic-scrape	download.scdn.co	Spotify.munki
