-e norm_key	source_class	source_detail	recipe_name
malwarebytesantimalwarejss	sparkle/feed		MalwarebytesAntiMalware.jss
malwarebytesantimalwarepkg	sparkle/feed		MalwarebytesAntiMalware.pkg
malwarebytesbreachremediationcommandlineinterface	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes Breach Remediation-Command Line Interface
malwarebytesbreachremediationcommandlineinterfacedownload	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes Breach Remediation-Command Line Interface.download
malwarebytesbreachremediationcommandlineinterfacemunki	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes Breach Remediation-Command Line Interface.munki
malwarebytesdownload	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes.download
malwarebytesinstall	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes.install
malwarebytesmunki	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes.munki
malwarebytespkg	dynamic-scrape	downloads.malwarebytes.com	Malwarebytes.pkg
marginnote3	dynamic-scrape	marginstudy.com	MarginNote3
marginnote3download	dynamic-scrape	marginstudy.com	MarginNote 3.download
markdownprism	github	hulryung/markdown-prism	Markdown Prism
markdownprismdownload	github	hulryung/markdown-prism	MarkdownPrism.download
markdownprismpkg	github	hulryung/markdown-prism	MarkdownPrism.pkg
marked2	sparkle/feed		Marked2
marked2download	sparkle/feed		Marked2.download
marked2install	sparkle/feed		Marked2.install
marked2munki	sparkle/feed		Marked2.munki
marked2pkg	sparkle/feed		Marked2.pkg
markedit	github	MarkEdit-app/MarkEdit	MarkEdit
markeditdownload	github	MarkEdit-app/MarkEdit	MarkEdit.download
markeditpkg	github	MarkEdit-app/MarkEdit	MarkEdit.pkg
marmosettoolbag	dynamic-scrape	marmoset.co	Marmoset Toolbag
marmosettoolbagdownload	dynamic-scrape	marmoset.co	MarmosetToolbag.download
marmosetviewer	dynamic-scrape	marmoset.co	Marmoset Viewer
marmosetviewerdownload	dynamic-scrape	marmoset.co	MarmosetViewer.download
marmosetviewerinstall	dynamic-scrape	marmoset.co	MarmosetViewer.install
marmosetviewermunki	dynamic-scrape	marmoset.co	MarmosetViewer.munki
marmosetviewerpkg	dynamic-scrape	marmoset.co	MarmosetViewer.pkg
marsedit	sparkle/feed		MarsEdit
marseditdownload	sparkle/feed		MarsEdit.download
marvel	sparkle/feed		Marvel
marveldownload	sparkle/feed		Marvel.download
marvelmunki	sparkle/feed		Marvel.munki
mascli	github	mas-cli/mas	mas-cli
masclidownload	github	mas-cli/mas	mas-cli.download
masclimunki	github	mas-cli/mas	mas-cli.munki
maskerator	sparkle/feed	raw.githubusercontent.com	Maskerator
maskeratordownload	sparkle/feed	raw.githubusercontent.com	Maskerator.download
masteringtools	dynamic-scrape	www.apple.com	Mastering Tools
mathtype	dynamic-scrape		MathType
mathtypedownload	dynamic-scrape		MathType.download
mathtypepkg	dynamic-scrape		MathType.pkg
mattermost	github	mattermost/desktop	Mattermost
mattermostdownload	github	mattermost/desktop	Mattermost.download
max8	dynamic-scrape	cycling74.com	Max 8
max8download	dynamic-scrape	cycling74.com	Max 8.download
max8pkg	dynamic-scrape	cycling74.com	Max8.pkg
max9	dynamic-scrape	cycling74.com	Max9
max9download	dynamic-scrape	cycling74.com	Max 9.download
maxonapp	dynamic-scrape	www.maxon.net	MaxonApp
maxonappdownload	dynamic-scrape	www.maxon.net	MaxonApp.download
maxonappmunki	dynamic-scrape	www.maxon.net	MaxonApp.munki
maxonapppkg	dynamic-scrape	www.maxon.net	MaxonApp.pkg
mblock	dynamic-scrape	s.mblock.cc	mBlock
mblockdownload	dynamic-scrape	s.mblock.cc	mBlock.download
mblockmunki	dynamic-scrape	s.mblock.cc	mBlock.munki
mediabank5creativecloudextension	dynamic-scrape		MediaBank5CreativeCloudExtension
mediabank5creativecloudextension2018munki	dynamic-scrape		MediaBank5CreativeCloudExtension2018.munki
mediabank5creativecloudextension2018pkg	dynamic-scrape		MediaBank5CreativeCloudExtension2018.pkg
mediabank5creativecloudextension2020munki	dynamic-scrape		MediaBank5CreativeCloudExtension2020.munki
mediabank5creativecloudextension2020pkg	dynamic-scrape		MediaBank5CreativeCloudExtension2020.pkg
mediabank5indesigncc2018	dynamic-scrape		MediaBank5InDesignCC2018
mediabank5indesigncc2018munki	dynamic-scrape		MediaBank5InDesignCC2018.munki
mediabank5indesigncc2018pkg	dynamic-scrape		MediaBank5InDesignCC2018.pkg
mediabank5indesigncc2020	dynamic-scrape		MediaBank5InDesignCC2020
mediabank5indesigncc2020pkg	dynamic-scrape		MediaBank5InDesignCC2020.pkg
mediabank5photoshopcc2018	dynamic-scrape		MediaBank5PhotoshopCC2018
mediabank5photoshopcc2018munki	dynamic-scrape		MediaBank5PhotoshopCC2018.munki
mediabank5photoshopcc2018pkg	dynamic-scrape		MediaBank5PhotoshopCC2018.pkg
mediabankgoldcreativecloudextension	dynamic-scrape		MediaBankGoldCreativeCloudExtension
mediabankgoldcreativecloudextension2018pkg	dynamic-scrape		MediaBankGoldCreativeCloudExtension2018.pkg
mediabankgoldcreativecloudextension2020munki	dynamic-scrape		MediaBankGoldCreativeCloudExtension2020.munki
mediabankgoldcreativecloudextension2020pkg	dynamic-scrape		MediaBankGoldCreativeCloudExtension2020.pkg
mediabankgoldillustratorcc2018	dynamic-scrape		MediaBankGoldIllustratorCC2018
mediabankgoldillustratorcc2018munki	dynamic-scrape		MediaBankGoldIllustratorCC2018.munki
mediabankgoldillustratorcc2018pkg	dynamic-scrape		MediaBankGoldIllustratorCC2018.pkg
mediabankgoldincopycc2018	dynamic-scrape		MediaBankGoldInCopyCC2018
mediabankgoldincopycc2018pkg	dynamic-scrape		MediaBankGoldInCopyCC2018.pkg
mediabankgoldindesigncc2018	dynamic-scrape		MediaBankGoldInDesignCC2018
mediabankgoldindesigncc2018pkg	dynamic-scrape		MediaBankGoldInDesignCC2018.pkg
mediabankgoldindesigncc2020	dynamic-scrape		MediaBankGoldInDesignCC2020
mediabankgoldindesigncc2020pkg	dynamic-scrape		MediaBankGoldInDesignCC2020.pkg
mediabankgoldphotoshopcc2018	dynamic-scrape		MediaBankGoldPhotoshopCC2018
mediabankgoldphotoshopcc2018munki	dynamic-scrape		MediaBankGoldPhotoshopCC2018.munki
mediabankgoldphotoshopcc2018pkg	dynamic-scrape		MediaBankGoldPhotoshopCC2018.pkg
mediahumanaudioconverter	dynamic-scrape		MediaHuman Audio Converter
mediahumanaudioconvertermunki	dynamic-scrape		MediaHuman Audio Converter.munki
mediahumanyoutubedownloadertrial	dynamic-scrape	www.mediahuman.net	MediaHuman YouTube Downloader-Trial
mediahumanyoutubedownloadertrialdownload	dynamic-scrape	www.mediahuman.net	MediaHuman YouTube Downloader-Trial.download
mediahumanyoutubedownloadertrialmunki	dynamic-scrape	www.mediahuman.net	MediaHuman YouTube Downloader-Trial.munki
mediahumanyoutubedownloadertrialpkg	dynamic-scrape	www.mediahuman.net	MediaHuman YouTube Downloader-Trial.pkg
mediainfo	dynamic-scrape		MediaInfo
mediainfodownload	dynamic-scrape		MediaInfo.download
mediainfopkg	dynamic-scrape		MediaInfo.pkg
mediamanagementconnectorforadobecreativecloud	dynamic-scrape		MediaManagementConnectorforAdobeCreativeCloud
mediamanagementconnectorforadobecreativeclouddownload	dynamic-scrape		MediaManagementConnectorforAdobeCreativeCloud.download
mediamasterpro	dynamic-scrape		MediaMasterPro
mediamasterpro5	dynamic-scrape	support.arkaos.com	MediaMasterPro5
mediamasterpro5download	dynamic-scrape	support.arkaos.com	MediaMaster Pro 5.download
mediamasterpro5munki	dynamic-scrape	support.arkaos.com	MediaMaster Pro 5.munki
mediamasterpro6	dynamic-scrape	pro.arkaos.com	MediaMasterPro6
mediamasterpro6download	dynamic-scrape	pro.arkaos.com	MediaMaster Pro 6.download
mediamasterprodownload	dynamic-scrape		MediaMaster Pro.download
medicalvaluesclient	dynamic-scrape	medicalvalues.de	medicalvalues Client
medicalvaluesclientdownload	dynamic-scrape	medicalvalues.de	medicalvalues Client.download
medicalvaluesclientfilewave	dynamic-scrape	medicalvalues.de	medicalvalues Client.filewave
medicalvaluesclientpkg	dynamic-scrape	medicalvalues.de	medicalvalues Client.pkg
meetingbar	github	leits/MeetingBar	MeetingBar
meetingbardownload	github	leits/MeetingBar	MeetingBar.download
meetingbarmunki	github	leits/MeetingBar	MeetingBar.munki
meetingbarpkg	github	leits/MeetingBar	MeetingBar.pkg
megamek	github	%PRODUCT_NAME%/%PRODUCT_NAME_LOWER%	MegaMek
megamekdownload	github	%PRODUCT_NAME%/%PRODUCT_NAME_LOWER%	megamek.download
meistertask	dynamic-scrape		MeisterTask
meistertaskdownload	dynamic-scrape		MeisterTask.download
meistertaskjss	dynamic-scrape		MeisterTask.jss
meistertaskpkg	dynamic-scrape		MeisterTask.pkg
mellel	dynamic-scrape	www.mellel.com	Mellel
melleldownload	dynamic-scrape	www.mellel.com	Mellel.download
memoria	github	vsanthanam/Memoria	Memoria
memoriadownload	github	vsanthanam/Memoria	Memoria.download
memoriamunki	github	vsanthanam/Memoria	Memoria.munki
memoriapkg	github	vsanthanam/Memoria	Memoria.pkg
mempress	sparkle/feed	mempress.appmac.fr	MemPress
mempressdownload	sparkle/feed	mempress.appmac.fr	MemPress.download
mempresspkg	sparkle/feed	mempress.appmac.fr	MemPress.pkg
mendeleyreferencemanager	dynamic-scrape		Mendeley Reference Manager
mendeleyreferencemanagerdownload	dynamic-scrape		MendeleyReferenceManager.download
mendeleyreferencemanagermunki	dynamic-scrape		MendeleyReferenceManager.munki
mendeleyreferencemanagerpkg	dynamic-scrape		MendeleyReferenceManager.pkg
menubarspacing	sparkle/feed	sindresorhus.com	Menu Bar Spacing
menubarspacingdownload	sparkle/feed	sindresorhus.com	MenuBarSpacing.download
menubarspacingpkg	sparkle/feed	sindresorhus.com	MenuBarSpacing.pkg
menumeters	github	yujitach/MenuMeters	MenuMeters
menumetersdownload	github	yujitach/MenuMeters	MenuMeters.download
menumetersfilewave	dynamic-scrape		MenuMeters.filewave
menumetersinstall	github	yujitach/MenuMeters	MenuMeters.install
menumetersmunki	github	yujitach/MenuMeters	MenuMeters.munki
menumeterspkg	github	yujitach/MenuMeters	MenuMeters.pkg
mergen	github	sametsazak/mergen	mergen
mergendownload	github	sametsazak/mergen	mergen.download
mergenpkg	github	sametsazak/mergen	mergen.pkg
merlinproject	dynamic-scrape	www.projectwizards.net	Merlin Project
merlinprojectdownload	dynamic-scrape	www.projectwizards.net	MerlinProject.download
merlinprojectinstall	dynamic-scrape	www.projectwizards.net	MerlinProject.install
merlinprojectmunki	dynamic-scrape	www.projectwizards.net	MerlinProject.munki
merlinprojectpkg	dynamic-scrape	www.projectwizards.net	MerlinProject.pkg
mestrenova	dynamic-scrape		MestReNova
mestrenovadownload	dynamic-scrape		MestReNova.download
metabase	sparkle/feed	s3.amazonaws.com	Metabase
metabasedownload	sparkle/feed	s3.amazonaws.com	Metabase.download
metabasepkg	sparkle/feed	s3.amazonaws.com	Metabase.pkg
metaquestremotedesktop	dynamic-scrape	www.meta.com	MetaQuestRemoteDesktop
metaquestremotedesktopdownload	dynamic-scrape	www.meta.com	Meta Quest Remote Desktop.download
metaquestremotedesktopmunki	dynamic-scrape	www.meta.com	Meta Quest Remote Desktop.munki
metashapepro	dynamic-scrape	www.agisoft.com	MetashapePro
metashapeprodownload	dynamic-scrape	www.agisoft.com	MetashapePro.download
metashapepromunki	dynamic-scrape	www.agisoft.com	MetashapePro.munki
meteorologist	dynamic-scrape		Meteorologist
meteorologistdownload	dynamic-scrape		Meteorologist.download
meteorologistfilewave	dynamic-scrape		Meteorologist.filewave
meteorologistmunki	dynamic-scrape		Meteorologist.munki
microsoftadvertisingeditor	dynamic-scrape		MicrosoftAdvertisingEditor
microsoftadvertisingeditordownload	dynamic-scrape		MicrosoftAdvertisingEditor.download
microsoftadvertisingeditormunki	dynamic-scrape		MicrosoftAdvertisingEditor.munki
microsoftadvertisingeditorpkg	dynamic-scrape		MicrosoftAdvertisingEditor.pkg
microsoftautoupdate	dynamic-scrape		Microsoft AutoUpdate
microsoftautoupdatedownload	dynamic-scrape		MicrosoftAutoUpdate.download
microsoftautoupdatejamf	dynamic-scrape		MicrosoftAutoUpdate.jamf
microsoftautoupdatejss	dynamic-scrape		MicrosoftAutoUpdate.jss
microsoftazurestorageexplorer	dynamic-scrape		Microsoft Azure Storage Explorer
microsoftazurestorageexplorerdownload	dynamic-scrape		Microsoft Azure Storage Explorer.download
microsoftazurestorageexplorermunki	dynamic-scrape		Microsoft Azure Storage Explorer.munki
microsoftazurestorageexplorerpkg	dynamic-scrape		Microsoft Azure Storage Explorer.pkg
microsoftbuildofopenjdk	dynamic-scrape	aka.ms	MicrosoftBuildOfOpenJDK
microsoftbuildofopenjdkdownload	dynamic-scrape	aka.ms	Microsoft Build Of OpenJDK.download
microsoftbuildofopenjdkmunki	dynamic-scrape	aka.ms	Microsoft Build Of OpenJDK.munki
microsoftcopilot	dynamic-scrape		Microsoft Copilot
microsoftcopilotdownload	dynamic-scrape		MicrosoftCopilot.download
microsoftdefender	dynamic-scrape		Microsoft Defender
microsoftdefenderatp	dynamic-scrape		Microsoft Defender ATP
microsoftdefenderatpdownload	dynamic-scrape		MicrosoftDefenderATP.download
microsoftdefenderatpjss	dynamic-scrape		MicrosoftDefenderATP.jss
microsoftdefenderdownload	dynamic-scrape		MicrosoftDefender.download
microsoftdefenderinstall	dynamic-scrape		MicrosoftDefender.install
microsoftdefenderjamf	dynamic-scrape		MicrosoftDefender.jamf
microsoftdefenderjss	dynamic-scrape		MicrosoftDefender.jss
microsoftdefenderpatchjamf	dynamic-scrape		Microsoft_Defender-Patch.jamf
microsoftdefenderpkg	dynamic-scrape		MicrosoftDefender.pkg
microsoftedge	dynamic-scrape		Microsoft Edge
microsoftedgedownload	dynamic-scrape		MicrosoftEdge.download
microsoftedgeinstall	dynamic-scrape		MicrosoftEdge.install
microsoftedgejamf	dynamic-scrape		MicrosoftEdge.jamf
microsoftedgejss	dynamic-scrape		MicrosoftEdge.jss
microsoftedgemunki	dynamic-scrape		MicrosoftEdge.munki
microsoftedgepatchjamf	dynamic-scrape		Microsoft_Edge-patch.jamf
microsoftedgepkg	dynamic-scrape		MicrosoftEdge.pkg
microsoftedgeuploadjamf	dynamic-scrape		Microsoft_Edge.upload.jamf
microsoftexcel	dynamic-scrape		Microsoft Excel
microsoftexcel365download	dynamic-scrape		MicrosoftExcel365.download
microsoftexcel365install	dynamic-scrape		MicrosoftExcel365.install
microsoftexceljamf	dynamic-scrape		Microsoft_Excel.jamf
microsoftintunecompanyportal	dynamic-scrape		Microsoft Intune Company Portal
microsoftintunecompanyportaldownload	dynamic-scrape		MicrosoftIntuneCompanyPortal.download
microsoftintunecompanyportaljamf	dynamic-scrape		MicrosoftInTuneCompanyPortal.jamf
microsoftintunecompanyportaljss	dynamic-scrape		MicrosoftIntuneCompanyPortal.jss
microsoftintunecompanyportalpkg	dynamic-scrape		MicrosoftIntuneCompanyPortal.pkg
microsoftlicensereset	dynamic-scrape	mofa.cocolabs.dev	Microsoft License Reset
microsoftlicenseresetdownload	dynamic-scrape	mofa.cocolabs.dev	MicrosoftLicenseReset.download
microsoftoffice	dynamic-scrape	office-reset.com	Microsoft Office
microsoftoffice2019suite	dynamic-scrape		Microsoft Office 2019 Suite
microsoftoffice2019suitedownload	dynamic-scrape		MicrosoftOffice2019Suite.download
microsoftoffice365businessprosuite	dynamic-scrape	learn.microsoft.com	Microsoft Office 365 Business Pro Suite
microsoftoffice365businessprosuitedownload	dynamic-scrape	learn.microsoft.com	MicrosoftOffice365BusinessProSuite.download
microsoftoffice365businessprosuitejss	dynamic-scrape	learn.microsoft.com	MicrosoftOffice365BusinessProSuite.jss
microsoftoffice365download	dynamic-scrape		MicrosoftOffice365.download
microsoftoffice365suite	dynamic-scrape		Microsoft Office 365 Suite
microsoftoffice365suitedownload	dynamic-scrape		MicrosoftOffice365Suite.download
microsoftoffice365suitejss	dynamic-scrape		MicrosoftOffice365Suite.jss
microsoftoffice365suitepkg	dynamic-scrape		MicrosoftOffice365Suite.pkg
microsoftofficefactoryreset	dynamic-scrape	mofa.cocolabs.dev	Microsoft Office Factory Reset
microsoftofficefactoryresetdownload	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOfficeFactoryReset.download
microsoftofficefactoryresetpkg	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOfficeFactoryReset.pkg
microsoftofficeremoval	dynamic-scrape	mofa.cocolabs.dev	Microsoft Office Removal
microsoftofficeremovaldownload	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOfficeRemoval.download
microsoftofficeremovalpkg	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOfficeRemoval.pkg
microsoftofficesuite	dynamic-scrape		Microsoft Office Suite
microsoftonedrive	dynamic-scrape		Microsoft OneDrive
microsoftonedrivedownload	dynamic-scrape		MicrosoftOneDrive.download
microsoftonedriveinstall	dynamic-scrape		MicrosoftOneDrive.install
microsoftonedrivejamf	dynamic-scrape		Microsoft_OneDrive.jamf
microsoftonedrivemunki	dynamic-scrape		MicrosoftOneDrive.munki
microsoftonenote	dynamic-scrape		Microsoft OneNote
microsoftonenote365download	dynamic-scrape		MicrosoftOneNote365.download
microsoftonenote365install	dynamic-scrape		MicrosoftOneNote365.install
microsoftopenjdk11applesilicondownload	dynamic-scrape		MicrosoftOpenJDK11AppleSilicon.download
microsoftopenjdk11applesiliconpkg	dynamic-scrape		MicrosoftOpenJDK11AppleSilicon.pkg
microsoftopenjdk11inteldownload	dynamic-scrape		MicrosoftOpenJDK11Intel.download
microsoftopenjdk11intelpkg	dynamic-scrape		MicrosoftOpenJDK11Intel.pkg
microsoftopenjdk17applesilicondownload	dynamic-scrape		MicrosoftOpenJDK17AppleSilicon.download
microsoftopenjdk17applesiliconpkg	dynamic-scrape		MicrosoftOpenJDK17AppleSilicon.pkg
microsoftopenjdk17inteldownload	dynamic-scrape		MicrosoftOpenJDK17Intel.download
microsoftopenjdk21applesilicondownload	dynamic-scrape		MicrosoftOpenJDK21AppleSilicon.download
microsoftopenjdk21applesiliconpkg	dynamic-scrape		MicrosoftOpenJDK21AppleSilicon.pkg
microsoftopenjdk21inteldownload	dynamic-scrape		MicrosoftOpenJDK21Intel.download
microsoftopenjdk21intelpkg	dynamic-scrape		MicrosoftOpenJDK21Intel.pkg
microsoftopenjdk25applesilicondownload	dynamic-scrape		MicrosoftOpenJDK25AppleSilicon.download
microsoftopenjdk25applesiliconpkg	dynamic-scrape		MicrosoftOpenJDK25AppleSilicon.pkg
microsoftopenjdk25inteldownload	dynamic-scrape		MicrosoftOpenJDK25Intel.download
microsoftopenjdk25intelpkg	dynamic-scrape		MicrosoftOpenJDK25Intel.pkg
microsoftopenjdkjdk11	dynamic-scrape		Microsoft OpenJDK JDK 11
microsoftopenjdkjdk17	dynamic-scrape		Microsoft OpenJDK JDK 17
microsoftopenjdkjdk21	dynamic-scrape		Microsoft OpenJDK JDK 21
microsoftopenjdkjdk25	dynamic-scrape		Microsoft OpenJDK JDK 25
microsoftoutlook	dynamic-scrape		Microsoft Outlook
microsoftoutlook365download	dynamic-scrape		MicrosoftOutlook365.download
microsoftoutlook365install	dynamic-scrape		MicrosoftOutlook365.install
microsoftoutlookdataremoval	dynamic-scrape	mofa.cocolabs.dev	Microsoft Outlook Data Removal
microsoftoutlookdataremovaldownload	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOutlookDataRemoval.download
microsoftoutlookdataremovalpkg	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOutlookDataRemoval.pkg
microsoftoutlookjamf	dynamic-scrape		Microsoft_Outlook.jamf
microsoftoutlookreset	dynamic-scrape	mofa.cocolabs.dev	Microsoft Outlook Reset
microsoftoutlookresetdownload	dynamic-scrape	mofa.cocolabs.dev	MicrosoftOutlookReset.download
microsoftpackage	dynamic-scrape		Microsoft Package
microsoftpackagedownload	dynamic-scrape		Microsoft_Package.download
microsoftpowerpoint	dynamic-scrape		Microsoft PowerPoint
microsoftpowerpoint365download	dynamic-scrape		MicrosoftPowerPoint365.download
microsoftpowerpoint365jss	dynamic-scrape		MicrosoftPowerPoint365.jss
microsoftpowerpointjamf	dynamic-scrape		Microsoft_PowerPoint.jamf
microsoftremotedesktop	dynamic-scrape		Microsoft Remote Desktop
microsoftremotedesktopbeta	sparkle/feed		Microsoft Remote Desktop Beta
microsoftremotedesktopbetadownload	sparkle/feed		Microsoft Remote Desktop Beta.download
microsoftremotedesktopdownload	dynamic-scrape		MicrosoftRemoteDesktop.download
microsoftremotedesktopjamf	dynamic-scrape		Microsoft_Remote_Desktop.jamf
microsoftremotedesktopjss	dynamic-scrape		MicrosoftRemoteDesktop.jss
microsoftremotehelp	dynamic-scrape	aka.ms	MicrosoftRemoteHelp
microsoftremotehelpdownload	dynamic-scrape	aka.ms	Microsoft Remote Help.download
microsoftremotehelpmunki	dynamic-scrape	aka.ms	Microsoft Remote Help.munki
microsoftsharepointbrowserplugin	dynamic-scrape		Microsoft SharePoint Browser Plugin
microsoftsharepointbrowserplugindownload	dynamic-scrape		MicrosoftSharepointBrowserPlugin.download
microsoftsharepointbrowserpluginpkg	dynamic-scrape		MicrosoftSharepointBrowserPlugin.pkg
microsoftskypeforbusiness365download	dynamic-scrape		MicrosoftSkypeForBusiness365.download
microsoftskypeforbusiness365pkg	dynamic-scrape		MicrosoftSkypeForBusiness365.pkg
microsoftteams	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeams
microsoftteamsclassicdownload	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeamsClassic.download
microsoftteamsclassicinstall	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeamsClassic.install
microsoftteamsclassicpkg	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeamsClassic.pkg
microsoftteamsdownload	dynamic-scrape	officecdnmac.microsoft.com	Microsoft Teams.download
microsoftteamsforworkorschool	dynamic-scrape		Microsoft Teams for Work or School
microsoftteamsforworkorschooldownload	dynamic-scrape		MicrosoftTeamsForWorkOrSchool.download
microsoftteamsforworkorschoolinstall	dynamic-scrape		MicrosoftTeamsForWorkOrSchool.install
microsoftteamsinstall	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeams.install
microsoftteamsjamf	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeams.jamf
microsoftteamsjss	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeams.jss
microsoftteamsmunki	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeams.munki
microsoftteamspkg	dynamic-scrape	officecdnmac.microsoft.com	MicrosoftTeams.pkg
microsoftteamsworkorschool	dynamic-scrape	statics.teams.cdn.office.net	MicrosoftTeams(workorschool)
microsoftteamsworkorschooldownload	dynamic-scrape	statics.teams.cdn.office.net	Microsoft Teams (work or school).download
microsoftteamsworkorschoolmunki	dynamic-scrape	statics.teams.cdn.office.net	Microsoft Teams (work or school).munki
microsoftwindowsapp	dynamic-scrape		Microsoft Windows App
microsoftwindowsappdownload	dynamic-scrape		MicrosoftWindowsApp.download
microsoftword	dynamic-scrape		Microsoft Word
microsoftword365download	dynamic-scrape		MicrosoftWord365.download
microsoftword365jss	dynamic-scrape		MicrosoftWord365.jss
microsoftwordjamf	dynamic-scrape		Microsoft_Word.jamf
microsoftyammer	dynamic-scrape		Microsoft Yammer
microsoftyammerdownload	dynamic-scrape		MicrosoftYammer.download
microsoftyammerjss	dynamic-scrape		MicrosoftYammer.jss
midasm32editdownload	dynamic-scrape	www.midasconsoles.com	MidasM32Edit.download
midasm32editmunki	dynamic-scrape	www.midasconsoles.com	MidasM32Edit.munki
middleclick	github	artginzburg/MiddleClick	MiddleClick
middleclickdownload	github	artginzburg/MiddleClick	MiddleClick.download
middleclickinstall	github	artginzburg/MiddleClick	MiddleClick.install
middleclickmunki	github	artginzburg/MiddleClick	MiddleClick.munki
middleclickpkg	github	artginzburg/MiddleClick	MiddleClick.pkg
midicontrolcenter	dynamic-scrape		MIDI Control Center
midicontrolcenterdownload	dynamic-scrape		MIDIControlCenter.download
midicontrolcenterpkg	dynamic-scrape		MIDIControlCenter.pkg
midimonitor	dynamic-scrape	www.snoize.com	MidiMonitor
midimonitordownload	dynamic-scrape	www.snoize.com	MidiMonitor.download
mightymike	github	jorio/MightyMike	Mighty Mike
mightymikedownload	github	jorio/MightyMike	MightyMike.download
milanote	dynamic-scrape	www.milanote.com	Milanote
milanote2	dynamic-scrape	www.milanote.com	Milanote2
milanote2download	dynamic-scrape	www.milanote.com	Milanote 2.download
milanote2munki	dynamic-scrape	www.milanote.com	Milanote 2.munki
milanotedownload	dynamic-scrape	www.milanote.com	Milanote.download
milanotemunki	dynamic-scrape	www.milanote.com	Milanote.munki
milanotepkg	dynamic-scrape	www.milanote.com	Milanote.pkg
millumin4	sparkle/feed	update.millumin.com	Millumin4
millumin4download	sparkle/feed	update.millumin.com	Millumin4.download
millumin4munki	sparkle/feed	update.millumin.com	Millumin4.munki
millumin5	sparkle/feed	update.millumin.com	Millumin5
millumin5download	sparkle/feed	update.millumin.com	Millumin5.download
millumin5munki	sparkle/feed	update.millumin.com	Millumin5.munki
min	github	minbrowser/min	Min
minbrowserdownload	github	minbrowser/min	MinBrowser.download
minbrowsermunki	github	minbrowser/min	MinBrowser.munki
minbrowserpkg	github	minbrowser/min	MinBrowser.pkg
mindjetmindmanager	dynamic-scrape	www.mindmanager.com	Mindjet MindManager
mindjetmindmanagerenterprise	dynamic-scrape	www.mindjet.com	Mindjet MindManager Enterprise
mindjetmindmanagerwindows	dynamic-scrape	www.mindjet.com	Mindjet MindManager Windows
mindmac	sparkle/feed	mindmacapp.github.io	MindMac
mindmacdownload	sparkle/feed	mindmacapp.github.io	MindMac.download
mindmacmunki	sparkle/feed	mindmacapp.github.io	MindMac.munki
mindmacpkg	sparkle/feed	mindmacapp.github.io	MindMac.pkg
mindmanager	dynamic-scrape	www.mindmanager.com	MindManager
mindmanager14	dynamic-scrape	www.mindmanager.com	MindManager14
mindmanager14download	dynamic-scrape	www.mindmanager.com	MindManager 14.download
mindmanager2017enterprisewin	dynamic-scrape	dwnld.mindjet.com	MindManager2017EnterpriseWin
mindmanager2017windownload	dynamic-scrape	dwnld.mindjet.com	MindManager2017Win.download
mindmanager22	dynamic-scrape	www.mindmanager.com	MindManager22
mindmanager22download	dynamic-scrape	www.mindmanager.com	MindManager 22.download
mindmanager22munki	dynamic-scrape	www.mindmanager.com	MindManager 22.munki
mindmanager23	dynamic-scrape	www.mindmanager.com	MindManager23
mindmanager23download	dynamic-scrape	www.mindmanager.com	MindManager 23.download
mindmanager24	dynamic-scrape	www.mindmanager.com	MindManager24
mindmanager24download	dynamic-scrape	www.mindmanager.com	MindManager 24.download
mindmanager25	dynamic-scrape	www.mindmanager.com	MindManager25
mindmanager25download	dynamic-scrape	www.mindmanager.com	MindManager 25.download
mindmanagerdownload	dynamic-scrape	www.mindmanager.com	MindManager.download
mindmanagerenterprisewindownload	dynamic-scrape	www.mindjet.com	MindManagerEnterpriseWin.download
mindmanagerenterprisewinfilewave	dynamic-scrape	www.mindjet.com	MindManagerEnterpriseWin.filewave
mindmanagerfilewave	dynamic-scrape	www.mindmanager.com	MindManager.filewave
mindmanagermunki	dynamic-scrape	www.mindmanager.com	MindManager.munki
mindmanagerpkg	dynamic-scrape	www.mindmanager.com	MindManager.pkg
mindmanagerwindownload	dynamic-scrape	www.mindjet.com	MindManagerWin.download
mindview9	dynamic-scrape	link.matchware.com	MindView9
mindview9download	dynamic-scrape	link.matchware.com	MindView 9.download
mindview9munki	dynamic-scrape	link.matchware.com	MindView 9.munki
mindwtr	github	dongdongbh/Mindwtr	Mindwtr
